File_Name,Museum,Species,Tribe,Common Name ,Specimen,Surface,Image,Lintulaakso 2023 (Diet) ,Column1,L&K 2016,X1,Y1,X2,Y2,X3,Y3,X4,Y4,X5,Y5,X6,Y6,X7,Y7,X8,Y8,X9,Y9,X10,Y10,X11,Y11,X12,Y12,X13,Y13,X14,Y14,X15,Y15,X16,Y16,X17,Y17,X18,Y18,X19,Y19,X20,Y20,X21,Y21,X22,Y22,X23,Y23
K_kob_thomasi_163345_lingual_lower_molars,Smithsonian,Kobus kob thomasi ,Reduncini,Kob,163345,lingual lower,molar,grazer,grazer,grazer,0,0,12,20,20,40,32,60,40,82,48,102,58,124,70,142,84,160,100,176,120,188,142,192,164,190,186,182,206,170,224,156,240,140,254,124,268,106,280,86,292,66,310,52,330,42
L_walleri_2136_lower_lingual_tooth row,Tervuren,Litocranius walleri,Antilopini,Gerenuk,2136,lingual lower,row,browser-grazer,browser-grazer,browser,0,0,22,12,42,30,58,50,74,70,90,90,106,112,124,132,142,150,166,160,192,152,214,140,236,126,256,110,278,94,300,80,320,64,340,48,364,36,390,38,416,30,434,14,446,-12
L_walleri_81170_lower_lingual_tooth row,AMNH,Litocranius walleri,Antilopini,Gerenuk,81170,lingual lower,row,browser-grazer,browser-grazer,browser,0,0,26,6,50,12,66,32,82,54,100,70,120,86,140,102,162,114,186,120,212,118,236,112,260,102,284,92,306,80,328,64,350,52,372,42,392,26,414,10,436,-2,454,-20,470,-40
M_kirki_1932.6.6.46_lower_lingual_tooth row,London,Madoqua kirkii,Neotragini,Kirk's dik-dik,1932.6.6.46,lingual lower,row,browser-grazer,browser-grazer,browser,0,0,29.5736,11.8295,55.204,29.5736,78.862,47.3177,102.5217,63.0903,122.2375,84.7776,145.8963,106.4648,169.5552,126.1805,193.2141,141.9531,218.8445,157.7257,246.4465,163.6405,274.0485,153.7826,297.7073,136.0385,315.4515,112.3795,339.1104,92.6638,362.7692,70.9766,384.4565,55,408.1154,37.4598,439.6605,27.6019,467.2626,29.5736,496.8362,37.4598,526.4097,43.3745,555.9833,33.5167
M_kirki_1932.6.6.51_lower_lingual_tooth row,London,Madoqua kirkii,Neotragini,Kirk's dik-dik,1932.6.6.51,lingual lower,row,browser-grazer,browser-grazer,browser,0,0,15.7924,3.9481,31.5849,7.8962,41.4552,17.7665,57.2477,25.6627,71.066,33.559,86.8585,41.4552,100.6769,49.3514,112.5212,59.2217,128.3137,67.1179,142.1321,76.9882,157.9245,84.8844,173.717,88.8325,185.5613,86.8585,203.3278,75.0142,213.1981,69.0919,228.9905,59.2217,242.809,49.3514,254.6533,41,274.3939,39.4811,288.2123,33.559,304.0047,27.6367,317.8231,19.7406
M_kirki_3645_lower_lingual_tooth row,Tervuren,Madoqua kirkii,Neotragini,Kirk's dik-dik,3645,lingual lower,row,browser-grazer,browser-grazer,browser,0,0,16,10,32,24,46,38,60,52,76,64,92,76,110,86,124,98,138,112,156,122,176,126,192,114,210,104,226,94,242,82,260,72,278,66,298,60,318,56,338,56,358,54,374,44
M_saltiana_27000_lingual_lower_tooth row,Chicago,Madoqua saltiana,Neotragini,Salt's dik-dik,27000,lingual lower,row,browser,browser,browser,0,0,18,12,34.5,25.5,48,38,56,44,64,50,72,56,82,62,94,78,106,94,122,108,136,122,150,136,166,150,186,152,204,146,220,132,236,120,252,108,268,94,284,84,304,74,322,70
M_saltiana_27004_lingual_lower_tooth row,Chicago,Madoqua saltiana,Neotragini,Salt's dik-dik,27004,lingual lower,row,browser,browser,browser,0,0,16,8,26,14,34,18,42,24,48,28,64,40,72,46,78,54,92,66,106,78,120,92,136,106,152,112,168,124,178,132,188,126,206,118,222,110,204,100,256,90,272,80,288,70
N_batesi_1937.8.4.26_lower_lingual_tooth row,London,Nesotragus batesi,N batesi,Bate's dwarf antelope,1937.8.4.26,lingual lower,row,browser,browser,browser,0,0,19.5349,13.6744,31.2558,33.2094,41.0233,56.6512,50.7907,80.093,60.5581,101.5814,70.3256,125.0233,80.093,148.4651,91.8139,169.9535,103.5349,189.4884,113.3023,214.8838,132.8372,230.5116,156.2791,218.7908,177.7674,205.1163,191.4419,187.5349,209.0233,171.907,230.5116,154.3256,246.1396,136.7443,265.6744,121.1163,283.2558,105.4884,306.6977,95.7209,328.1861,87.907,355.5349,87.907
N_batesi_1937.8.4.27_lower_lingual_tooth row,London,Nesotragus batesi,N batesi,Bate's dwarf antelope,1937.8.4.27,lingual lower,row,browser,browser,browser,0,0,15.7335,3.9547,27.7737,11.9816,39.814,20.0084,49.8475,34.0553,61.8877,44.0889,71.9212,58.1357,83.9615,66.1626,93.995,76.196,104.0285,86.2296,114.062,102.2832,130.1156,108.3033,142.1559,116.3302,156.2028,124.3569,172.2564,116.3302,186.3033,110.3101,198.3436,104.2899,212.3905,94.2565,224.4307,86.2296,238.4777,76.196,250.5179,66.1626,268.5782,68.1693,282.6251,62.1492
N_goral_36788_lingual_lower_tooth row,Chicago,Naemorhedus goral,Rupicaprini,Himalayan goral,36788,lingual lower,row,grazer,grazer,browser,0,0,14,14,26,30,34,48,44,68,52,86,60,106,68,122,78,140,90,158,104,172,122,180,140,200,160,184,176,170,190,160,206,146,222,132,238,120,254,110,272,98,292,98,312,90
N_goral_614012_lingual_lower_tooth row,Stockholm,Naemorhedus goral,Rupicaprini,Himalayan goral,614012,lingual lower,row,grazer,grazer,browser,0,0,18,12,28,34,36,52,42,74,48,92,56,118,66,134,78,152,92,170,108,184,124,200,144,196,164,184,180,170,198,158,214,140,232,128,254,122,270,108,286,94,298,76,310,58
N_moschatus_1962.12.14.5_lower_lingual_tooth row,London,Nesotragus moschatus,Neotragini,Suni,1962.12.14.5,lingual lower,row,browser,browser,frugivore-herbivore,0,0,11.4978,5.9745,25.4667,15.9523,39.4357,27.9258,51.4091,37.9036,63.3825,49.877,75.3559,57.8593,87.3293,67.837,103.2938,77.8148,117.2628,85.7971,131.2317,91.7838,147.1962,89.7882,159.1696,79.8104,177.1297,73.8237,191.0987,69.8326,207.0632,61.8503,225.0233,61.8503,236.9967,51.8726,252.9612,43.8903,257,34,262.939,29.9213,280.8991,29.2913,296.8636,29.9213
N_moschatus_3623_lower_lingual_tooth row,Tervuren,Nesotragus moschatus,Neotragini,Suni,3623,lingual lower,row,browser,browser,frugivore-herbivore,0,0,14,8,26,20,36,34,48,46,60,60,70,72,84,84,96,96,108,108,122,118,138,126,154,132,170,124,182,110,194,98,204,84,214,70,224,56,236,44,250,32,264,22,278,12
N_moschatus_3624_lower_lingual_tooth row,Tervuren,Nesotragus moschatus,Neotragini,Suni,3624,lingual lower,row,browser,browser,frugivore-herbivore,0,0,11.9133,1.9856,23.8266,7.9423,31.7688,17.87,43.6821,25.8123,49.6387,37.7255,59.5665,45.6677,65.5231,57.5809,75.4509,65.5232,83.393,75.4509,95.3063,81.4076,107.2196,95.3064,119.1329,89.3497,131.0462,85.3787,142.9595,79.422,152.8873,71.4799,162.815,61.5521,174.7283,55.5955,186.6416,53.6099,196.5693,47.6532,208.4826,41.6965,220.396,35.74,232.3092,29.7833
N_moschatus_582109_lower_lingual_tooth row,Stockholm,Nesotragus moschatus,Neotragini,Suni,582109,lingual lower,row,browser,browser,frugivore-herbivore,0,0,12,10,22,26,38,44,50,64,66,82,76,96,86,108,98,120,112,138,128,156,146,176,164,156,178,144,192,132,202,120,212,110,228,94,242,80,260,62,276,48,290,38,310,24
N_moschatus_591012_lower_lingual_tooth row,Stockholm,Nesotragus moschatus,Neotragini,Suni,591012,lingual lower,row,browser,browser,frugivore-herbivore,0,0,16,4,30,14,44,24,56,38,68,50,82,62,92,74,102,90,112,104,122,120,136,130,154,130,170,122,186,114,200,104,214,96,228,84,242,74,258,66,272,56,288,50,306,46
O_americanus_missoulas_221010_lingual_lower_molars,Smithsonian,Oreamnos americanus ,Rupicaprini,Rocky mountain goat ,221010,lingual lower,molar,browser-grazer,browser-grazer,mixed feeder,0,0,24,14,44,28,64,48,80,70,96,92,108,116,124,138,138,160,154,184,172,204,192,220,216,234,242,244,270,238,288,220,306,198,322,176,336,154,352,132,370,110,388,90,408,74
O_americanus_missoulas_A20752_lingual_lower_molars,Smithsonian,Oreamnos americanus ,Rupicaprini,Rocky mountain goat ,A20752,lingual lower,molar,browser-grazer,browser-grazer,mixed feeder,0,0,24.1813,9.6865,42.0095,25.5338,59.8378,41.3811,77.666,61.1902,91.5323,80.9993,107.3796,104.7701,117.2841,126.5602,133.1314,144.3884,150.9596,162.2166,168.7878,178.0639,188.5969,191.9302,212.3679,201.8348,238.1197,195.8921,259.9097,185.9875,279.7188,170.1403,297.547,152.312,317.3561,136.4647,335.1843,120.6174,354.9934,106.7511,376.7834,92.8848,400.5543,80.9993,420.3634,69.1138
O_dalli_121817_lingual_lower_toothrow,AMNH,Ovis dalli,Caprini,Dall's sheep,121817,lingual lower,row,browser-grazer,browser-grazer,mixed feeder,0,0,18.0352,6.0118,32.0627,18.0353,46.0901,24.0471,60.1175,38.0745,72.1411,44.0863,84.1646,58.1136,100.1959,66.1294,114.2233,78.1528,128.2507,86.1686,142.2781,98.192,156.3055,108.2117,170.333,112.2195,190.3722,114.2234,204.3996,112.2195,220.4309,106.2076,236.4623,98.192,252.4936,86.1686,264.5172,78.1528,280.5485,70.1372,294.5759,62.1215,310.6072,56.1097,328.6425,46.0902
O_dalli_123042_lingual_lower_toothrow,AMNH,Ovis dalli,Caprini,Dall's sheep,123042,lingual lower,row,browser-grazer,browser-grazer,mixed feeder,0,0,22,14,40,36,54,56,66,80,84,100,100,122,112,144,124,166,140,190,162,204,186,196,208,182,226,160,246,142,262,122,282,106,300,84,320,68,342,52,366,40,392,34,418,34
O_gazella_60.167.1_lower_lingual_tooth row,Budapest,Oryx gazella,Hippotragini,Gemsbok,60.167.1,lingual lower,row,grazer-browser,grazer-browser,grazer,0,0,16,14,26,32,34,50,44,68,52,86,60,104,72,120,86,136,100,152,118,158,138,162,160,160,180,160,200,160,220,158,236,146,252,134,270,124,288,114,304,104,322,94,340,86
O_gazella_60.168.1_lower_lingual_M2 M3_right side extra photo,Budapest,Oryx gazella,Hippotragini,Gemsbok,60.168.1_lower,lingual lower,molar,grazer-browser,grazer-browser,grazer,0,0,18,12,34,28,50,44,58,66,70,84,80,106,96,124,116,132,138,128,160,124,184,122,206,116,228,120,250,120,272,116,292,100,308,84,326,70,344,60,364,48,384,38,404,24
O_moschatus_ 8048_lingual_lower_molars,Berlin,Ovibus moschatus,Ovibovini,Muskox,8048,lingual lower,molar,grazer-browser,grazer-browser,grazer,0,0,26,8,50,20,74,34,98,48,122,64,144,82,166,96,188,114,210,132,232,148,254,166,278,182,302,196,334,192,358,182,382,170,404,152,428,136,450,122,474,106,494,88,516,70
O_moschatus_3037_lingual_lower_molars,Copenhagen,Ovibus moschatus,Ovibovini,Muskox,3037,lingual lower,molar,grazer-browser,grazer-browser,grazer,0,0,26,12,52,30,74,52,98,72,120,92,144,114,164,138,186,160,208,182,230,204,256,224,286,232,314,214,336,192,358,170,382,150,406,130,428,108,452,88,478,70,502,50,528,32
O_moschatus_649_lingual_lower_M2M3,Copenhagen,Ovibus moschatus,Ovibovini,Muskox,649,lingual lower,molar,grazer-browser,grazer-browser,grazer,0,0,21.5,20.5,41.5,42.5,61.5,64.5,79.5,88.5,97.5,110.5,117.5,134.5,135.5,156.5,155.5,178.5,177.5,198.5,205.5,210.5,233.5,212.5,263.5,206.5,287.5,190.5,313.5,174.5,335.5,156.5,359.5,138.5,381.5,120.5,405.5,102.5,429.5,86.5,455.5,68.5,481.5,54.5,507.5,40.5
O_oreotragus_82074_lower_lingual_tooth row,AMNH,Oreotragus oreotragus,Neotragini,Klipspringer,82074,lingual lower,row,browser,browser,browser,0,0,17.9396,7.9731,39.8658,17.9396,59.7987,27.906,77.7383,45.8456,97.6711,53.8188,113.6175,69.7651,129.5638,85.7114,141.5235,105.6443,151.49,127.5704,167.4362,139.5302,193.349,135.5436,211.2886,127.5704,233.2148,117.604,251.1544,109.6309,275.0738,95.6779,295.0067,89.698,314.9396,79.7316,338.859,77.7383,358.792,69.7651,382.7114,59.7987,398.6577,49.8323,418.5906,35.8792
O_ourebi_216388_lower_lingual_tooth row,AMNH,Ourebia ourebi,Neotragini,Oribi,216388,lingual lower,row,grazer,grazer,grazer,0,0,14,12,30,28,44,40,54,56,62,76,72,94,84,108,100,122,116,134,136,140,152,130,170,120,188,108,200,96,214,78,230,68,246,56,266,48,284,42,304,42,322,50,342,50
O_ourebi_JUBALAND 40_lower_lingual_tooth row,Powell-Cotton,Ourebia ourebi,Neotragini,Oribi,Jubaland 40,lingual lower,row,grazer,grazer,grazer,0,0,19.5,11.1667,35.5,25.8333,48.8333,44.5,59.5,60.5,71.5,80.5,83.5,99.1667,95.5,117.8333,110.1667,133.8333,122.1667,151.1667,135.5,168.5,158.1667,169.8333,176.8333,157.8333,192.8333,141.8333,207.5,129.8333,226.1667,115.1667,242.1667,101.8333,258.1667,84.5,274.1667,72.5,294.1667,59.1667,314.1667,52.5,335.5,53.8333,358.1667,49.8333
O_ourebia_34764_lower_lingual_tooth row,AMNH,Ourebia ourebi,Neotragini,Oribi,34764,lingual lower,row,grazer,grazer,grazer,0,0,22,12,38,32,52,48,66,68,80,86,94,110,108,128,124,146,142,162,164,168,188,162,208,148,224,130,240,112,254,94,268,74,284,56,302,40,326,32,350,36,374,38,396,44
P_hodgsoni_25669_lingual_lower_tooth row,Chicago,Pantholops hodgsonii,Caprini,Tibetan antelope,25669,lingual lower,row,grazer,grazer,grazer,0,0,18,14,32,32,46,48,58,68,70,86,82,106,96,122,112,138,128,152,146,166,166,174,186,162,198,142,210,126,222,108,236,92,252,74,268,58,286,48,302,30,318,12,336,0
P_nayaur_szechuanensis_240681_lingual_lower_molars,Smithsonian,Pseudois nayaur szechuanensis,Caprini,Bharal,240681,lingual lower,molar,grazer,grazer,grazer,0,0,24,12,44,30,62,52,78,72,94,94,108,118,124,142,142,158,164,176,192,180,214,164,232,144,252,126,270,106,290,88,310,68,330,50,350,32,372,16,398,8,424,2,448,-14
P_nayaur_szechuanensis_259712_lingual_lower_tooth row,Smithsonian,Pseudois nayaur szechuanensis,Caprini,Bharal,259712,lingual lower,row,grazer,grazer,grazer,0,0,16,2,26,20,40,40,54,62,64,80,78,100,88,120,100,140,114,162,126,180,142,198,164,206,186,198,202,180,218,162,236,146,252,130,266,112,282,92,296,74,316,60,338,58
P_picticaudata_084084_lingual_lower_molars,Smithsonian,Procapra picticaudata,Antilopini,Tibetan gazelle,84084,lingual lower,molar,browser-grazer,browser-grazer,browser,0,0,19.5,6.5,37.5,14.5,53.5,28.5,65.5,46.5,79.5,60.5,89.5,78.5,101.5,96.5,113.5,112.5,127.5,126.5,149.5,130.5,169.5,126.5,185.5,112.5,199.5,98.5,213.5,82.5,229.5,70.5,245.5,56.5,263.5,44.5,281.5,34.5,299.5,26.5,317.5,16.5,335.5,4.5,349.5,7.5
P_picticaudata_593465_lingual_lower_tooth row,Stockholm,Procapra picticaudata,Antilopini,Tibetan gazelle,593465,lingual lower,row,browser-grazer,browser-grazer,browser,0,0,19.9392,11.9635,39.8784,27.9149,49.848,49.848,61.8115,67.7933,71.7811,89.7264,77.7629,111.6595,89.7264,135.5867,99.696,155.5259,115.6474,177.459,135.5866,201.386,155.5258,199.3921,175.465,183.4407,195.4042,167.4894,211.3556,153.5319,227.307,137.5806,247.2462,123.623,265.1915,107.6718,283.1368,93.7142,305.0699,77.7629,323.0152,65.7994,340.9604,49.848,364.9179,27.9149
R_campestris_216389_lower_lingual_tooth row,AMNH,Raphicerus campestris,Neotragini,Steenbok,216389,lingual lower,row,rootivore-browser,browser,browser,0,0,14,8,28,16,42,28,52,42,60,56,70,68,82,82,92,96,104,106,114,120,126,130,144,136,158,124,170,112,182,102,198,94,212,88,226,78,240,70,252,58,266,48,280,36
R_campestris_233045_lower_lingual_tooth row,AMNH,Raphicerus campestris,Neotragini,Steenbok,233045,lingual lower,row,rootivore-browser,browser,browser,0,0,13.5,10.5,29.5,16.5,43.5,28.5,55.5,38.5,65.5,56.5,75.5,70.5,87.5,84.5,99.5,94.5,107.5,110.5,119.5,126.5,133.5,136.5,149.5,128.5,165.5,122.5,179.5,112.5,193.5,100.5,209.5,92.5,225.5,84.5,241.5,76.5,255.5,66.5,271.5,56.5,283.5,44.5,293.5,30.5
R_campestris_76.581_lower_lingual_tooth row,London,Raphicerus campestris,Neotragini,Steenbok,76.581,lingual lower,row,rootivore-browser,browser,browser,0,0,16.3049,5.8903,34.271,13.8751,50.2408,23.8563,64.2144,35.8336,80.1843,43.8186,94.1579,55.7959,110.1277,67.7733,128.0938,73.762,144.0636,83.7432,160.0334,93.7244,172.0109,107.6979,183.9882,119.6753,199.9581,129.6565,215.9279,139.6376,233.894,131.6527,247.8676,123.6677,263.8374,109.6942,275.8148,97.7168,291.7846,87.7356,305.7582,73.762,315.7394,57.7922,333.7054,49.8073
R_campestris_80538_lower_lingual_tooth row,AMNH,Raphicerus campestris,Neotragini,Steenbok,80538,lingual lower,row,rootivore-browser,browser,browser,0,0,13.5,8.5,25.5,20.5,37.5,32.5,49.5,46.5,61.5,58.5,71.5,70.5,83.5,82.5,95.5,96.5,109.5,104.5,125.5,112.5,141.5,116.5,159.5,118.5,175.5,116.5,193.5,114.5,207.5,108.5,223.5,98.5,237.5,90.5,253.5,84.5,269.5,80.5,287.5,74.5,303.5,74.5,317.5,70.5
R_fulvorufula_34785_lower_lingual_tooth row,Tervuren,Redunca fulvorufula,Reduncini,Mountain reedbuck,34785,lingual lower,row,grazer,grazer,grazer,0,0,21.4629,11.5043,31.3839,31.4138,45.3237,47.3496,59.2634,65.2721,71.2119,85.186,87.143,103.1086,99.0914,119.0398,111.0398,136.9624,130.9537,152.8936,150.8677,158.8678,172.7731,160.8591,194.6785,146.9193,212.6011,128.9968,226.5408,115.057,242.472,99.1259,256.4118,85.186,270.3516,69.2549,290.2656,57.3064,306.1968,37.3925,322.1279,23.4526,342.0419,11.5043,355.9818,-6.4183
R_fulvorufula_chableri_161992_lingual_lower_tooth row,Smithsonian,Redunca fulvorufula,Reduncini,Mountain reedbuck,161992,lingual lower,row,grazer,grazer,grazer,0,0,12,16,24,34,38,50,52,68,64,82,76,102,88,122,102,140,118,152,136,164,158,166,178,160,196,148,212,132,230,120,244,106,262,94,278,78,296,66,316,56,336,56,358,48
R_fulvorufula_chableri_161994_lingual_lower_tooth row,Smithsonian,Redunca fulvorufula,Reduncini,Mountain reedbuck,161994,lingual lower,row,grazer,grazer,grazer,0,0,22,16,44,36,62,64,78,90,96,112,112,136,128,162,146,186,166,208,190,224,220,230,248,214,272,200,290,178,314,156,334,136,356,114,378,92,400,74,426,60,452,48,478,30
R_redunca_1962.12.14.7_lower_lingual_tooth row,London,Redunca redunca,Reduncini,Bohor reedbuck,1962.12.14.7,lingual lower,row,grazer,grazer,grazer,0,0,18,10,30,28,42,46,56,62,68,82,80,98,96,114,108,132,126,142,148,148,170,146,188,136,208,126,226,114,242,102,256,84,268,66,282,48,294,32,312,18,332,10,354,8
R_rupicapra_1413_lingual_lower_molars,Copenhagen,Rupicapra rupicapra,R rupicapra,Alpine chamois,1413,lingual lower,molar,browser-grazer,browser-grazer,mixed feeder,0,0,29.8157,9.9386,53.6682,19.8771,79.5084,33.7911,93.4224,57.6437,103.361,83.4839,117.275,109.3241,133.1766,135.1643,145.1029,161.0046,164.98,182.8694,184.8571,202.7466,208.7097,216.6605,234.5499,220.636,262.3779,214.6729,290.2058,202.7466,314.0583,184.8572,331.9478,164.98,351.8249,145.1029,371.702,125.2258,395.5545,107.3364,417.4194,91.4347,439.2841,69.5699,461.149,51.6805
R_rupicapra_46402_lingual_lower_tooth row,Chicago,Rupicapra rupicapra,R rupicapra,Alpine chamois,46402,lingual lower,row,browser-grazer,browser-grazer,mixed feeder,0,0,13.5,8.5,29.5,16.5,41.5,24.5,53.5,34.5,63.5,44.5,71.5,58.5,79.5,74.5,87.5,88.5,93.5,100.5,105.5,114.5,115.5,126.5,127.5,136.5,141.5,146.5,155.5,150.5,169.5,154.5,185.5,154.5,201.5,154.5,217.5,144.5,231.5,142.5,247.5,144.5,261.5,150.5,277.5,150.5
R_rupicapra_90234_lingual_lower_toothrow,AMNH,Rupicapra rupicapra,R rupicapra,Alpine chamois,90234,lingual lower,row,browser-grazer,browser-grazer,mixed feeder,0,0,22,6,42,20,58,36,74,54,88,74,104,92,118,110,134,128,152,144,170,164,188,178,210,184,230,182,254,176,274,160,296,148,314,134,332,118,354,110,378,106,400,110,422,120
R_sharpei_367434_lingual_lower_molars,Smithsonian,Raphicerus sharpei,Neotragini,Sharpe's grysbok,367434,lingual lower,molar,browser,browser,browser,0,0,16,6,32,12,44,22,54,34,64,50,74,66,88,76,96,90,104,106,116,120,128,132,142,140,158,144,176,148,192,146,208,140,222,128,234,116,248,108,262,96,278,88,292,82
R_sharpei_367445_lingual_lower_molars,Smithsonian,Raphicerus sharpei,Neotragini,Sharpe's grysbok,367445,lingual lower,molar,browser,browser,browser,0,0,12.8308,9.1649,29.3276,21.9957,40.3255,36.6595,51.3233,49.4904,56.8223,69.6531,67.8201,84.3169,78.818,93.4818,95.3148,109.9785,106.3127,120.9764,119.1435,133.8073,139.3062,137.4733,155.803,133.8073,172.2998,124.6423,185.1306,111.8115,197.9615,100.8137,214.4582,89.8158,229.122,78.818,243.7859,71.4861,260.2826,62.3212,278.6124,56.8223,293.2762,47.6573,307.94,36.6595
S_caffer_25430_lower_lingal_M2 M3,Tervuren,Syncerus caffer,Bovini,African buffalo,25430,lingual lower,molar,grazer,grazer,grazer,0,0,29.9304,19.9536,53.8748,41.9026,73.8284,69.8376,95.7774,91.7867,115.7311,117.7264,143.6661,141.6707,165.6152,161.6244,193.5502,177.5873,225.476,191.5548,257.4019,193.5502,289.3276,187.5641,321.2535,175.5919,351.1839,159.629,377.1237,141.6707,405.0587,123.7125,429.0031,101.7635,458.9335,83.8052,482.8779,61.8562,510.8129,47.8887,544.7342,41.9026,576.66,43.8979,608.5858,49.884
S_caffer_37469_lower_lingual_tooth row,Tervuren,Syncerus caffer ,Bovini,African buffalo,37469,lingual lower,row,grazer,grazer,grazer,0,0,14,2,30,4,46,10,58,22,72,34,86,44,100,52,114,64,130,68,146,70,162,66,178,60,194,50,206,38,218,28,228,14,240,4,254,-6,270,-14,284,-20,300,-24,318,-28
S_grimmia_1936.3.30.7_lower_lingual_tooth row,London,Sylvicapra grimmia,Cephalophini,Common duiker,1936.3.30.7,lingual lower,row,browser-grazer,browser-grazer,frugivore-herbivore,0,0,16,10,34,22,48,32,62,46,78,60,92,72,110,84,126,90,148,96,168,98,186,104,206,110,226,108,244,102,260,92,278,80,296,74,316,70,336,70,354,74,374,76,394,72
S_grimmia_1966.8.5.1_lower_lingual_tooth row,London,Sylvicapra grimmia,Cephalophini,Common duiker,1966.8.5.1,lingual lower,row,browser-grazer,browser-grazer,frugivore-herbivore,0,0,16,10,28,26,40,42,54,56,66,72,82,84,98,96,116,104,134,114,152,118,172,122,192,116,206,104,222,88,236,76,250,64,264,50,282,40,300,36,320,32,340,32,360,28
S_grimmia_1966.9.22.1_lower_lingual_tooth row,London,Sylvicapra grimmia,Cephalophini,Common duiker,1966.9.22.1,lingual lower,row,browser-grazer,browser-grazer,frugivore-herbivore,0,0,21.9551,5.9878,39.9185,21.9552,57.8818,37.9226,69.8574,59.8778,83.8289,81.833,91.8126,99.7964,105.7841,119.7556,119.7556,139.715,135.723,155.6824,153.6863,175.6416,175.6415,185.6212,195.6008,183.6252,219.5519,175.6416,241.5071,163.666,257.4745,147.6986,277.4338,133.7272,295.3971,119.7556,317.3523,109.776,339.3075,99.7964,357.2709,87.8208,379.226,75.8452,403.1772,67.8616
S_grimmia_1966.9.26.1_lower_lingual_tooth row,London,Sylvicapra grimmia,Cephalophini,Common duiker,1966.9.26.1,lingual lower,row,browser-grazer,browser-grazer,frugivore-herbivore,0,0,20,2,38,14,54,24,68,38,82,54,94,70,106,86,120,100,136,114,156,118,176,116,196,110,214,102,232,94,250,86,270,78,288,70,308,66,328,60,348,60,368,60,386,54
S_tatarica_14741_lingual_lower_molars,Berlin,Saiga tatarica,Antilopini,Steppe saiga,14741,lingual lower,molar,grazer,grazer,grazer,0,0,18,16,34,30,50,50,66,66,82,82,100,98,118,114,136,128,154,142,172,156,190,170,212,180,236,176,254,164,272,148,290,132,308,118,326,102,344,89,366,78,388,72,412,66
T_derbianus_164646_lingual_lower_molars,Smithsonian,Taurotragus derbianus,Tragelaphini,Derby's eland,164646,lingual lower,molar,browser-frugivore,browser,browser,0,0,26,20,44,44,56,72,68,102,82,130,98,156,116,182,134,206,152,230,176,252,206,264,234,252,262,238,286,220,308,196,326,172,346,146,366,124,386,100,408,78,430,58,454,36
T_eurycerus_163226_lingual_lower_LEFT molars,Smithsonian,Tragelaphus eurycerus,Tragelaphini,Bongo,163226,lingual lower,molar,browser,browser,browser,0,0,18.5127,17.0417,33.8798,33.9456,47.7101,55.4595,53.857,76.9734,66.1506,100.024,79.981,120.0012,93.8114,141.5151,106.105,159.9557,119.9354,179.9329,132.2291,202.9835,152.2063,216.8139,170.6469,229.1076,192.1608,241.4012,216.7481,244.4747,236.7253,230.6443,252.0924,212.2038,267.4595,193.7633,284.3633,175.3228,301.2671,156.8823,319.7076,144.5886,344.2949,133.8317,365.8088,123.0747
T_eurycerus_1934.11.9.1_lower_lingual_tooth row,London,Tragelaphus eurycerus,Tragelaphini,Bongo,1934.11.9.1,lingual lower,row,browser,browser,browser,0,0,18.0603,10.5352,34.6155,22.5754,49.6657,40.6356,58.6959,60.2009,69.231,78.2612,78.2612,97.8265,90.3014,118.8969,103.8466,136.9571,112.8767,156.5224,129.4319,173.0776,142.9771,191.1379,164.0475,198.663,183.6128,185.1179,200.168,174.5827,215.2182,156.5224,231.7735,144.4822,251.3388,130.937,266.389,117.3918,282.9443,102.3416,302.5096,93.3115,325.0849,96.3215,346.1552,90.3014
T_eurycerus_1959.1.2.2_lower_lingual_molar row,London,Tragelaphus eurycerus,Tragelaphini,Bongo,1959.1.2.2,lingual lower,molar,browser,browser,browser,0,0,20.6083,4.1217,38.4688,16.4866,53.5815,30.2255,65.9465,45.3383,79.6853,63.1987,90.6764,78.3115,101.6675,94.7981,115.4063,109.9108,129.1451,125.0236,142.884,140.1363,160.7445,153.8751,181.3528,144.2579,196.4655,129.1452,210.2044,115.4064,223.9432,103.0414,237.6821,87.9286,252.7948,71.442,267.9075,57.7032,283.0203,46.7121,299.5069,37.0949,320.1152,27.4777,336.6018,17.8605
T_eurycerus_27977_lower_lingual_M2 M3,Tervuren,Tragelaphus eurycerus,Tragelaphini,Bongo ,27977,lingual lower,molar,browser,browser,browser,0,0,26,14,48,36,68,60,86,86,108,108,132,128,152,152,175,176,198,196,226,214,258,208,282,190,306,168,330,148,354,128,378,106,404,88,428,68,454,48,480,34,512,26,542,24
T_imberbis_2137_lower_lingual_tooth row,Tervuren,Tragelaphus imberbis,Tragelaphini,Lesser kudu,2137,lingual lower,row,browser,browser,browser,0,0,15.5,6.5,27.5,22.5,39.5,36.5,51.5,52.5,63.5,66.5,73.5,80.5,85.5,96.5,97.5,108.5,113.5,118.5,131.5,124.5,147.5,126.5,167.5,128.5,183.5,122.5,197.5,104.5,209.5,92.5,223.5,76.5,235.5,66.5,251.5,56.5,267.5,48.5,285.5,40.5,299.5,30.5,313.5,18.5
